size,time,resolution
774.0,3700.0,190.625
775.0,3600.0,196.875
776.0,3650.0,193.75
777.0,3600.0,175.0
778.0,3650.0,184.375
779.0,3700.0,178.125
780.0,3600.0,184.375
781.0,3550.0,181.25
782.0,3700.0,209.375
783.0,3600.0,190.625
784.0,3700.0,181.25
785.0,3600.0,168.75
786.0,3650.0,171.875
787.0,3700.0,171.875
788.0,3600.0,171.875
789.0,3700.0,187.5
790.0,3800.0,175.0
791.0,3750.0,181.25
792.0,3700.0,181.25
793.0,3700.0,187.5
794.0,3700.0,209.375
795.0,3800.0,187.5
796.0,3600.0,178.125
797.0,3750.0,181.25
798.0,3750.0,196.875
799.0,3600.0,178.125
800.0,3700.0,187.5
801.0,3600.0,171.875
802.0,3700.0,181.25
803.0,3700.0,193.75
804.0,3700.0,187.5
805.0,3800.0,178.125
806.0,3800.0,193.75
807.0,3750.0,187.5
808.0,3800.0,187.5
809.0,3800.0,190.625
810.0,3750.0,190.625
811.0,3650.0,193.75
812.0,3800.0,203.125
813.0,3600.0,168.75
814.0,3800.0,190.625
815.0,3800.0,206.25
816.0,3700.0,196.875
817.0,3800.0,200.0
818.0,3800.0,190.625
819.0,3700.0,187.5
820.0,3700.0,203.125
821.0,3800.0,178.125
822.0,3550.0,178.125
823.0,3700.0,190.625
824.0,3800.0,181.25
825.0,3700.0,190.625
826.0,3800.0,206.25
827.0,3650.0,206.25
828.0,3700.0,184.375
829.0,3750.0,193.75
830.0,3900.0,168.75
831.0,3700.0,187.5
832.0,3900.0,190.625
833.0,3800.0,181.25
834.0,3800.0,178.125
835.0,3850.0,200.0
836.0,3800.0,193.75
837.0,3900.0,193.75
838.0,4000.0,184.375
839.0,4050.0,190.625
840.0,3900.0,181.25
841.0,3800.0,187.5
842.0,3800.0,184.375
843.0,3800.0,203.125
844.0,3800.0,187.5
845.0,3800.0,203.125
846.0,3900.0,190.625
847.0,3850.0,181.25
848.0,3900.0,200.0
849.0,3800.0,193.75
850.0,3800.0,190.625
851.0,3800.0,184.375
852.0,3900.0,206.25
853.0,3900.0,190.625
854.0,3950.0,175.0
855.0,3800.0,171.875
856.0,3950.0,175.0
857.0,3900.0,187.5
858.0,3800.0,178.125
859.0,3900.0,190.625
860.0,3850.0,190.625
861.0,3900.0,181.25
862.0,3850.0,181.25
863.0,3800.0,165.625
864.0,3900.0,190.625
865.0,3800.0,184.375
866.0,3800.0,193.75
867.0,3800.0,181.25
868.0,3800.0,168.75
869.0,3800.0,184.375
870.0,3950.0,181.25
871.0,4000.0,190.625
872.0,3900.0,184.375
873.0,3900.0,181.25
874.0,4000.0,196.875
875.0,3950.0,171.875
876.0,4000.0,178.125
877.0,4000.0,178.125
878.0,3900.0,181.25
879.0,3950.0,190.625
880.0,4000.0,184.375
881.0,3900.0,187.5
882.0,3900.0,187.5
883.0,4000.0,178.125
884.0,3400.0,171.875
885.0,3900.0,178.125
886.0,3900.0,181.25
887.0,4000.0,187.5
888.0,4000.0,187.5
889.0,3950.0,175.0
890.0,4000.0,181.25
891.0,4050.0,206.25
892.0,3800.0,168.75
893.0,4000.0,181.25
894.0,4000.0,203.125
895.0,4000.0,175.0
896.0,4050.0,184.375
897.0,4000.0,175.0
898.0,4000.0,175.0
899.0,3950.0,184.375
900.0,4050.0,190.625
901.0,4200.0,187.5
902.0,4000.0,212.5
903.0,4150.0,187.5
904.0,4100.0,196.875
905.0,3400.0,150.0
906.0,3600.0,156.25
907.0,4000.0,178.125
908.0,3950.0,181.25
909.0,3950.0,193.75
910.0,4000.0,196.875
911.0,4050.0,165.625
912.0,4050.0,203.125
913.0,4000.0,203.125
914.0,4050.0,178.125
915.0,4000.0,178.125
916.0,4100.0,196.875
917.0,4100.0,181.25
918.0,4000.0,196.875
919.0,4000.0,181.25
920.0,4000.0,181.25
921.0,4100.0,190.625
922.0,4150.0,178.125
923.0,4000.0,178.125
924.0,4100.0,181.25
925.0,4100.0,196.875
926.0,4100.0,178.125
927.0,4200.0,175.0
928.0,3800.0,181.25
929.0,4050.0,187.5
930.0,4000.0,175.0
931.0,4000.0,193.75
932.0,4150.0,200.0
933.0,3900.0,178.125
934.0,4100.0,178.125
935.0,4100.0,187.5
936.0,4100.0,171.875
937.0,4100.0,187.5
938.0,4100.0,175.0
939.0,4100.0,184.375
940.0,4150.0,196.875
941.0,4000.0,181.25
942.0,4100.0,193.75
943.0,4100.0,196.875
944.0,4050.0,187.5
945.0,4200.0,187.5
946.0,4100.0,184.375
947.0,4100.0,187.5
948.0,4100.0,190.625
949.0,4100.0,168.75
950.0,4100.0,212.5
951.0,4100.0,168.75
952.0,4150.0,184.375
953.0,4200.0,196.875
954.0,4100.0,181.25
955.0,4150.0,187.5
956.0,4200.0,184.375
957.0,4200.0,200.0
958.0,4200.0,181.25
959.0,4300.0,196.875
960.0,4300.0,218.75
961.0,4000.0,184.375
962.0,4200.0,181.25
963.0,4100.0,196.875
964.0,4100.0,193.75
965.0,4200.0,203.125
966.0,4200.0,206.25
967.0,4200.0,187.5
968.0,4050.0,187.5
969.0,4150.0,178.125
970.0,4100.0,228.125
971.0,4200.0,218.75
972.0,4200.0,187.5
